geneName,genebiotype,entrezid,product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC408892,protein_coding,408892,3-ketodihydrosphingosine reductase,128.0939295,-0.234417928,0.270657432,-0.866105637,0.386432234,0.726251511
LOC100578450,protein_coding,100578450,histone-lysine N-methyltransferase SETD2,114.2214677,-0.23842604,0.27530752,-0.866035332,0.386470786,0.726251511
LOC551494,protein_coding,551494,resistance to inhibitors of cholinesterase protein 3,55.16059294,-0.262565548,0.303154419,-0.866111563,0.386428985,0.726251511
LOC102656337,protein_coding,102656337,mitotic spindle assembly checkpoint protein MAD2A,19.14889547,-0.462632746,0.534122661,-0.866154499,0.386405442,0.726251511
LOC107964438,lncRNA,107964438,uncharacterized LOC107964438,9.042754993,0.590447824,0.6824903,0.865137312,0.386963427,0.726480381
LOC107963965,protein_coding,107963965,zinc finger HIT domain-containing protein 1,24.50540663,0.362341854,0.419010998,0.864754997,0.387173276,0.726480381
LOC409913,protein_coding,409913,COMM domain-containing protein 4,75.16022893,0.275600059,0.318732571,0.864674917,0.387217241,0.726480381
LOC412382,protein_coding,412382,excitatory amino acid transporter 3,401.4906946,0.23169232,0.267890219,0.864877861,0.38710583,0.726480381
LOC725441,protein_coding,725441,probable ATP-dependent RNA helicase DDX49,73.67662706,-0.234968392,0.271648321,-0.864972736,0.387053753,0.726480381
LOC552359,protein_coding,552359,active regulator of SIRT1,63.32744514,-0.246601224,0.284895561,-0.86558465,0.386717976,0.726480381
LOC725947,protein_coding,725947,U6 snRNA-associated Sm-like protein LSm6,46.4657934,-0.288853249,0.33391262,-0.865056401,0.387007833,0.726480381
LOC413713,protein_coding,413713,glycosyltransferase 25 family member,53.57523861,-0.299218773,0.346096351,-0.864553388,0.387283966,0.726480381
LOC726092,protein_coding,726092,uncharacterized LOC726092,53.86597603,0.302632725,0.350153225,0.864286558,0.387430493,0.726598882
LOC726375,protein_coding,726375,bone morphogenetic protein 2-B,358.4745586,0.264343228,0.306005484,0.863851279,0.387669594,0.726825281
LOC724819,protein_coding,724819,mitotic spindle assembly checkpoint protein MAD1,73.30887633,0.234435726,0.271420502,0.863736248,0.387732796,0.726825281
LOC551877,protein_coding,551877,putative high mobility group protein B1-like 1,1065.947082,0.15257162,0.176666964,0.863611487,0.387801352,0.726825281
LOC412966,protein_coding,412966,pre-mRNA-splicing factor ISY1 homolog,24.2369687,0.366944542,0.425047059,0.863303332,0.387970713,0.726986394
LOC413588,protein_coding,413588,bystin,87.28742788,0.238681678,0.276875828,0.862053146,0.388658273,0.727691199
LOC100578976,protein_coding,100578976,decorin,59.46923423,-0.272284583,0.315845357,-0.862081955,0.388642421,0.727691199
LOC552340,protein_coding,552340,glypican-4,18.42569713,-0.412401547,0.478417257,-0.862012273,0.388680764,0.727691199
LOC550978,protein_coding,550978,non-structural maintenance of chromosomes element 3 homolog,38.75054826,-0.462995299,0.537069273,-0.862077431,0.38864491,0.727691199
LOC408905,protein_coding,408905,uncharacterized LOC408905,64.46128716,0.275970999,0.320345189,0.86148008,0.388973687,0.727786458
LOC550921,protein_coding,550921,ubiquitin-like protein 3,202.0898504,-0.213592316,0.247909122,-0.861575058,0.388921401,0.727786458
LOC412175,protein_coding,412175,E3 ubiquitin-protein ligase SH3RF3,125.3740746,-0.291059814,0.337899353,-0.861380206,0.389028674,0.727786458
LOC725844,protein_coding,725844,uncharacterized LOC725844,29.82754737,-0.488445176,0.567093615,-0.861313128,0.389065607,0.727786458
LOC726989,protein_coding,726989,E3 ubiquitin-protein ligase listerin,103.2263061,-0.268592838,0.311907545,-0.86112966,0.389166635,0.727819257
LOC725742,protein_coding,725742,vacuolar ATPase assembly integral membrane protein VMA21 homolog,24.70945901,0.373818888,0.434290362,0.860757964,0.389371361,0.728045936
LOC408966,protein_coding,408966,dnaJ homolog subfamily B member 6,575.226865,0.143753211,0.16704573,0.860562016,0.389479314,0.72809161
LOC552671,protein_coding,552671,"cytochrome b-c1 complex subunit 2, mitochondrial",803.8844861,0.204095781,0.237276422,0.860160396,0.389700632,0.728327246
LOC411802,protein_coding,411802,biorientation of chromosomes in cell division protein 1-like 1,40.09742579,-0.375345714,0.436433246,-0.860030068,0.389772468,0.728327246
LOC410565,protein_coding,410565,cullin-1,420.8809676,0.156009672,0.181691989,0.858649148,0.390534114,0.729547573
LOC100576885,protein_coding,100576885,GRIP and coiled-coil domain-containing protein PFC0235w,32.31405885,-0.350798301,0.408597437,-0.858542588,0.390592925,0.729547573
LOC107965398,protein_coding,107965398,U1 small nuclear ribonucleoprotein 70 kDa-like,4.879581006,0.872937965,1.016985478,0.858358339,0.390694625,0.729556013
LOC413239,protein_coding,413239,vacuolar protein sorting-associated protein 26B-like,189.1805325,-0.225867619,0.263178066,-0.858231166,0.39076483,0.729556013
LOC724187,protein_coding,724187,toll-like receptor 4,2319.139321,0.46167555,0.538379419,0.85752823,0.39115302,0.729655655
LOC551295,protein_coding,551295,T-complex protein 1 subunit zeta,1212.366937,0.141382087,0.164795294,0.857925512,0.390933596,0.729655655
LOC725462,protein_coding,725462,vesicular glutamate transporter 2.1,829.5506157,-0.241424782,0.281503963,-0.857624808,0.391099672,0.729655655
LOC100576796,protein_coding,100576796,uncharacterized LOC100576796,5.660975871,-0.905776744,1.055913583,-0.857813327,0.390995549,0.729655655
LOC412607,protein_coding,412607,uncharacterized LOC412607,167.3748698,-0.233418636,0.272267203,-0.857314555,0.391271067,0.729719702
LOC100576559,protein_coding,100576559,uncharacterized LOC100576559,14.85961526,-0.458286711,0.534718791,-0.857061167,0.391411081,0.729824683
LOC726220,protein_coding,726220,pyroglutamyl-peptidase 1,25.63499301,0.364723725,0.426579917,0.854995068,0.392553878,0.729990458
LOC102654488,protein_coding,102654488,mpv17-like protein,22.23653833,0.333669583,0.390210425,0.855101664,0.392494868,0.729990458
LOC724810,protein_coding,724810,probable serine/threonine-protein kinase dyrk2,66.05634303,0.307556554,0.359570131,0.855345113,0.39236012,0.729990458
LOC412923,protein_coding,412923,argininosuccinate synthase,1198.719654,0.269236588,0.314906541,0.854972994,0.392566099,0.729990458
Arp1,protein_coding,406122,"actin related protein 1, transcript variant 1",13305.60237,0.257662121,0.301383084,0.854932259,0.39258865,0.729990458
LOC107964035,lncRNA,107964035,uncharacterized LOC107964035,106.4016489,0.224180937,0.26193333,0.855870222,0.392069568,0.729990458
LOC409863,protein_coding,409863,ras-related protein Rab-21,191.6354145,-0.199745223,0.233528359,-0.855336044,0.392365139,0.729990458
LOC551557,protein_coding,551557,uncharacterized LOC551557,218.6930006,-0.204797132,0.239363139,-0.855591772,0.392223623,0.729990458
LOC724926,protein_coding,724926,DNA polymerase alpha subunit B,89.56949871,-0.209347517,0.244524537,-0.856141146,0.391919712,0.729990458
LOC552569,protein_coding,552569,"atypical kinase COQ8B, mitochondrial",66.70292171,-0.251565514,0.294244252,-0.854954727,0.392576212,0.729990458
LOC412046,protein_coding,412046,trithorax group protein osa,489.7937981,-0.262892503,0.307183168,-0.855816756,0.392099145,0.729990458
LOC100576896,protein_coding,100576896,uncharacterized LOC100576896,84.05153955,-0.349681828,0.408347599,-0.856333743,0.391813202,0.729990458
LOC725930,protein_coding,725930,retinol dehydrogenase 12,14.66116158,-0.599329512,0.700664048,-0.855373576,0.392344367,0.729990458
LOC412083,protein_coding,412083,coatomer subunit gamma,919.8361799,0.230770947,0.27009008,0.854422151,0.392871127,0.73022671
LOC100576266,protein_coding,100576266,uncharacterized LOC100576266,101.3936042,0.229349889,0.268433774,0.854400267,0.392883248,0.73022671
LOC413224,protein_coding,413224,sn1-specific diacylglycerol lipase alpha,42.67873975,0.359812171,0.421324737,0.854002007,0.393103877,0.73034616
LOC409686,protein_coding,409686,NACHT domain- and WD repeat-containing protein 1,84.03857226,0.276773931,0.324128516,0.853901824,0.393159389,0.73034616
LOC725147,protein_coding,725147,40S ribosomal protein S29,923.5167437,0.239077757,0.280251243,0.853083663,0.39361291,0.73034616
LOC408541,protein_coding,408541,negative elongation factor A,170.0312553,0.237540246,0.278464405,0.853036299,0.393639175,0.73034616
LOC551338,protein_coding,551338,uncharacterized LOC551338,107.9165991,0.208875652,0.244750179,0.853423898,0.393424274,0.73034616
LOC409417,protein_coding,409417,RING finger protein 10,2444.83358,0.197484575,0.231501875,0.853058209,0.393627025,0.73034616
LOC412624,protein_coding,412624,methyltransferase-like protein 13,139.8531763,0.18449874,0.216141486,0.853601699,0.393325717,0.73034616
LOC409347,protein_coding,409347,U4/U6.U5 tri-snRNP-associated protein 1,143.4182796,0.176441498,0.206855452,0.852970017,0.393675932,0.73034616
CUTA,protein_coding,552415,cutA divalent cation tolerance homolog,153.3042077,-0.208194042,0.244125194,-0.852816701,0.393760961,0.73034616
LOC551419,protein_coding,551419,alkaline ceramidase,29.06353755,-0.335438389,0.393489666,-0.852470645,0.393952925,0.73034616
LOC412065,protein_coding,412065,proton-coupled amino acid transporter 4,25.9961664,-0.392879811,0.460729137,-0.852734891,0.393806337,0.73034616
LOC726041,protein_coding,726041,DNA-directed primase/polymerase protein,27.68033404,-0.400687243,0.46995191,-0.852613288,0.393873791,0.73034616
LOC102653601,protein_coding,102653601,zinc finger protein 85,40.53319379,0.26275968,0.308496502,0.851742818,0.39435685,0.730815743
LOC724435,protein_coding,724435,ribosomal RNA-processing protein 8,26.7324513,-0.472412982,0.55466275,-0.851712112,0.394373897,0.730815743
LOC107964618,lncRNA,107964618,uncharacterized LOC107964618,3.858348483,-0.930275113,1.09304511,-0.851085746,0.394721723,0.731304837
LOC552019,protein_coding,552019,rootletin,85.83724438,0.261047738,0.30728503,0.849529629,0.39558665,0.731500672
LOC726569,protein_coding,726569,mitochondrial import inner membrane translocase subunit Tim21,163.1047562,0.250737121,0.295147956,0.849530263,0.395586298,0.731500672
LOC408983,protein_coding,408983,protein transport protein Sec23A,865.3648307,0.206035636,0.242232972,0.850568091,0.395009321,0.731500672
LOC409184,protein_coding,409184,DENN domain-containing protein 1B,228.0082742,0.170866868,0.201158432,0.849414394,0.395650747,0.731500672
LOC409144,protein_coding,409144,H(+)/Cl(-) exchange transporter 3,738.781508,0.143025317,0.168385958,0.84938981,0.395664421,0.731500672
LOC725099,protein_coding,725099,spermidine synthase,3940.282826,-0.252226828,0.29695198,-0.849385911,0.39566659,0.731500672
LOC107964798,lncRNA,107964798,uncharacterized LOC107964798,108.1982079,-0.288700409,0.339513744,-0.850334969,0.39513888,0.731500672
LOC411862,protein_coding,411862,"28S ribosomal protein S2, mitochondrial",34.25374975,-0.292836157,0.344630286,-0.849711035,0.395485762,0.731500672
LOC725013,protein_coding,725013,sister chromatid cohesion protein DCC1,19.29886679,-0.411295894,0.483679117,-0.850348669,0.395131265,0.731500672
LOC552205,protein_coding,552205,elongation of very long chain fatty acids protein AAEL008004,7.519126142,-0.575132234,0.676502793,-0.850155002,0.395238916,0.731500672
LOC551646,protein_coding,551646,myb-like protein X,56.87003226,0.37367046,0.440052261,0.849150188,0.395797727,0.731587953
nAChRa1,protein_coding,726214,nicotinic acetylcholine receptor alpha1 subunit,22.57599749,-0.509332225,0.599924115,-0.848994419,0.395884398,0.731593025
LOC726642,protein_coding,726642,DNA repair protein RAD50,64.22097958,-0.379837777,0.447572686,-0.848661656,0.396069588,0.731625047
LOC409463,protein_coding,409463,WD repeat-containing protein 63,37.14665294,-0.476907946,0.561911985,-0.84872357,0.396035128,0.731625047
LOC724423,protein_coding,724423,DNA polymerase theta,29.04728209,-0.38402766,0.452637262,-0.848422551,0.396202688,0.731715854
LOC410884,protein_coding,410884,phospholipase A1,9.4768628,0.659798118,0.777893839,0.848185299,0.396334783,0.731804767
LOC410438,protein_coding,410438,neuroendocrine convertase 1,33.09843146,0.415718465,0.490306332,0.847874967,0.396507607,0.731813849
LOC408860,protein_coding,408860,haloacid dehalogenase-like hydrolase domain-containing protein 2,68.96062546,0.262465492,0.309539627,0.847922103,0.396481354,0.731813849
LOC408438,protein_coding,408438,insulin receptor substrate 1-B,116.2230189,-0.245734719,0.290009669,-0.847332848,0.396809622,0.732061265
LOC551071,protein_coding,551071,bromodomain adjacent to zinc finger domain protein 2B,214.9809216,-0.341981606,0.40353237,-0.847470069,0.396733163,0.732061265
LOC552555,protein_coding,552555,synaptobrevin homolog YKT6,66.304217,-0.289323416,0.341513692,-0.847179552,0.396895049,0.732063932
LOC100576902,protein_coding,100576902,uncharacterized LOC100576902,11.21012611,0.583925811,0.690096148,0.846151385,0.397468298,0.732349582
LOC408598,protein_coding,408598,MAGUK p55 subfamily member 7,74.40034174,0.324167312,0.382998334,0.846393531,0.397333246,0.732349582
LOC412396,protein_coding,412396,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial",1047.668331,0.209946996,0.248064148,0.846341552,0.397362234,0.732349582
LOC725856,protein_coding,725856,ras-related protein Rab-6.2,62.63658881,-0.260065641,0.307352297,-0.846148358,0.397469987,0.732349582
LOC408645,protein_coding,408645,"glutamate receptor, ionotropic, kainate 2",4.77514721,-0.897586733,1.060622647,-0.846282828,0.397394985,0.732349582
nAChRb2,protein_coding,726079,nicotinic acetylcholine receptor beta2 subunit,74.67116215,-0.499458856,0.590716291,-0.845513935,0.397823956,0.732846877
LOC724197,protein_coding,724197,uncharacterized LOC724197,39.67184949,0.403332547,0.477980338,0.843826649,0.398766281,0.733205935
LOC551489,protein_coding,551489,phospholipid phosphatase 5,79.6853663,0.228529735,0.270705221,0.844201431,0.398556855,0.733205935
LOC409032,protein_coding,409032,peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,177.5690005,0.17027361,0.201847049,0.843577405,0.398905595,0.733205935
LOC552152,protein_coding,552152,"28S ribosomal protein S24, mitochondrial",81.92369708,-0.20752905,0.246059853,-0.843408821,0.39899984,0.733205935
aub,protein_coding,412427,aubergine,79.87582387,-0.209400252,0.24815016,-0.843844919,0.398756071,0.733205935
LOC409531,protein_coding,409531,NECAP-like protein CG9132,173.4160767,-0.233550175,0.276713294,-0.844015014,0.398661016,0.733205935
LOC409905,protein_coding,409905,2-acylglycerol O-acyltransferase 1,266.5840948,-0.326480306,0.387188507,-0.843207637,0.399112328,0.733205935
LOC102655811,protein_coding,102655811,matrix metalloproteinase-24-like,62.70025108,-0.346543234,0.410252281,-0.844707636,0.398274095,0.733205935
LOC100576400,protein_coding,100576400,cilia- and flagella-associated protein 97,30.03573241,-0.384491067,0.455981483,-0.843216406,0.399107425,0.733205935
LOC726290,protein_coding,726290,E3 ubiquitin-protein ligase TRAIP,22.73315063,-0.430079619,0.509328834,-0.844404616,0.398443344,0.733205935
LOC725107,protein_coding,725107,mitochondrial genome maintenance exonuclease 1,5.814161852,-0.682972178,0.808972478,-0.844246494,0.398531679,0.733205935
LOC100576439,protein_coding,100576439,coiled-coil domain-containing protein 40,11.52050528,-0.755303954,0.893961624,-0.844895277,0.398169311,0.733205935
LOC100576378,protein_coding,100576378,ribonuclease P protein subunit p30,4.790770696,-0.79076754,0.937732268,-0.843276452,0.399073849,0.733205935
NLG-3,protein_coding,409003,neuroligin 3,10.5124035,-0.608601998,0.7221152,-0.84280458,0.399337746,0.733465472
LOC552273,protein_coding,552273,phosphoribosyl pyrophosphate synthase-associated protein 2,120.5444447,0.190917052,0.226628393,0.842423359,0.399551022,0.733702604
LOC410890,protein_coding,410890,protein seele,17.20299277,0.407428653,0.483888642,0.84198846,0.399794413,0.73392997
LOC413577,protein_coding,413577,serine/threonine-protein kinase 32B,45.80155027,-0.344102844,0.408721145,-0.841901253,0.399843229,0.73392997
LOC107965314,lncRNA,107965314,uncharacterized LOC107965314,6.366795636,-0.742325787,0.882001672,-0.841637619,0.399990826,0.734046321
LOC113219185,protein_coding,113219185,uncharacterized LOC113219185,4.300892451,0.832306104,0.989599734,0.841053281,0.400318086,0.734169714
LOC724618,protein_coding,724618,cysteine-rich motor neuron 1 protein,381.7194907,0.293182095,0.348793772,0.840560006,0.400594472,0.734169714
LOC410687,protein_coding,410687,senecionine N-oxygenase,974.7986126,0.229571861,0.273116105,0.840565079,0.400591629,0.734169714
LOC411683,protein_coding,411683,macrophage erythroblast attacher,119.5764668,0.224986466,0.26769279,0.840465169,0.400647623,0.734169714
LOC409766,protein_coding,409766,ubiquitin-like modifier-activating enzyme 5,328.4235086,0.188376359,0.224099457,0.840592663,0.400576171,0.734169714
LOC100579040,protein_coding,100579040,chondroitin sulfate synthase 2,28.5088475,-0.405667757,0.482417285,-0.840906347,0.400400402,0.734169714
LOC725439,protein_coding,725439,uncharacterized LOC725439,34.98611728,-0.660588689,0.785395664,-0.841090319,0.400297338,0.734169714
LOC409099,protein_coding,409099,E3 ubiquitin-protein ligase hyd,916.0300176,0.148657467,0.176944997,0.840133766,0.40083339,0.73435575
LOC551881,protein_coding,551881,ATP-dependent helicase brm,691.7125366,-0.143625925,0.171005559,-0.839890389,0.400969847,0.734451388
LOC408989,protein_coding,408989,putative glycerol kinase 5,262.1681355,-0.307175042,0.365852822,-0.8396137,0.401125015,0.734581251
LOC725743,protein_coding,725743,signal recognition particle 9 kDa protein,103.0159973,0.308115943,0.367394194,0.838652183,0.401664518,0.734643224
LOC410044,protein_coding,410044,rho GTPase-activating protein 20,210.0666634,0.229860755,0.274004635,0.838893674,0.401528978,0.734643224
LOC408372,protein_coding,408372,poly(rC)-binding protein 3,280.6928538,0.16699364,0.198999263,0.839167125,0.401375532,0.734643224
LOC409027,protein_coding,409027,leucine-rich repeat and calponin homology domain-containing protein 1,194.9960663,-0.210210214,0.250648046,-0.838666878,0.40165627,0.734643224
LOC725248,protein_coding,725248,dedicator of cytokinesis protein 1,174.125934,-0.253516221,0.302262532,-0.83872857,0.401621642,0.734643224
Vhdl,protein_coding,726182,larval-specific very high density lipoprotein,122470.1003,-0.301156012,0.358978986,-0.838923793,0.401512075,0.734643224
LOC100577019,protein_coding,100577019,protein quiver,29.2326522,-0.613798037,0.732540774,-0.837902897,0.402085242,0.735258454
Sod2,protein_coding,410082,"superoxide dismutase 2, mitochondrial",788.1833344,0.226921778,0.271006393,0.83732998,0.402407112,0.7356927
LOC412611,protein_coding,412611,prenylcysteine oxidase 1,27.72029259,-0.338056283,0.403829804,-0.83712564,0.402521949,0.73574834
LOC551909,protein_coding,551909,arf-GAP domain and FG repeat-containing protein 1,279.2545976,0.193150733,0.230773573,0.836970763,0.402609002,0.735753181
LOC100577676,protein_coding,100577676,E3 ubiquitin-protein ligase TRAIP,7.287166409,-0.593599564,0.70938102,-0.836785235,0.402713298,0.735789524
LOC100578716,protein_coding,100578716,protein singed wings 2,35.52017521,-0.658305246,0.787218452,-0.836242144,0.403018694,0.736193201
LOC411757,protein_coding,411757,probable glucosamine 6-phosphate N-acetyltransferase,52.13593323,-0.264788451,0.316866237,-0.835647412,0.403353288,0.736460622
LOC113219300,lncRNA,113219300,uncharacterized LOC113219300,26.86591964,-0.500486899,0.599004261,-0.835531451,0.403418547,0.736460622
LOC410745,protein_coding,410745,"glucose dehydrogenase [FAD, quinone]",6.643762287,-0.713395875,0.853691575,-0.835659968,0.403346222,0.736460622
LOC551093,protein_coding,551093,V-type proton ATPase catalytic subunit A,1004.499859,0.225095255,0.269496417,0.835243962,0.403580362,0.736601762
LOC726629,protein_coding,726629,uncharacterized LOC726629,288.1648492,0.371627961,0.445205967,0.834732659,0.403868249,0.736972896
LOC551042,protein_coding,551042,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,191.2373178,0.184234503,0.220764798,0.834528444,0.403983266,0.737028491
LOC725053,protein_coding,725053,protein odd-skipped,4.136697474,0.988352906,1.184652613,0.834297663,0.404113268,0.737111396
LOC107966113,lncRNA,107966113,uncharacterized LOC107966113,5.546947361,0.683231129,0.819398472,0.83382036,0.40438222,0.737142568
LOC552833,protein_coding,552833,pre-mRNA-splicing regulator female-lethal(2)D,149.6706294,0.195207862,0.234132072,0.833751054,0.404421282,0.737142568
LOC726474,protein_coding,726474,snRNA-activating protein complex subunit 1,9.215968732,-0.553454303,0.663632694,-0.833976849,0.40429403,0.737142568
LOC724922,protein_coding,724922,uncharacterized LOC724922,13.11208797,-0.560007371,0.671739816,-0.83366708,0.404468614,0.737142568
LOC409799,protein_coding,409799,ataxin-7-like protein 3,60.24357793,0.259814188,0.311950983,0.832868631,0.404918823,0.737346434
LOC411965,protein_coding,411965,transcription initiation factor IIB,158.8586381,0.226019859,0.271316294,0.833049337,0.404816905,0.737346434
LOC410106,protein_coding,410106,myotubularin-related protein 10-B,77.24889119,0.223249616,0.26798146,0.833078585,0.40480041,0.737346434
LOC551250,protein_coding,551250,microsomal triglyceride transfer protein large subunit,1041.159129,-0.322506819,0.387186687,-0.832949142,0.404873413,0.737346434
LOC409110,protein_coding,409110,programmed cell death protein 2-like,114.6877773,0.227150223,0.273131493,0.831651525,0.40560567,0.738288708
LOC102655097,protein_coding,102655097,distal membrane-arm assembly complex protein 2,4.354476694,-0.79714001,0.958334237,-0.831797488,0.405523262,0.738288708
LOC411450,protein_coding,411450,probable ATP-dependent RNA helicase DDX43,42.7662794,-0.3707916,0.446177156,-0.831041202,0.405950354,0.738761845
LOC726137,protein_coding,726137,male-specific lethal 3 homolog,43.05580778,0.299714115,0.361117246,0.82996345,0.406559449,0.739149376
LOC412876,protein_coding,412876,"pyruvate carboxylase, mitochondrial",1735.955516,0.253894044,0.306110388,0.829419888,0.406866851,0.739149376
LOC551478,protein_coding,551478,mediator of RNA polymerase II transcription subunit 15,166.470154,0.248530715,0.299682092,0.829314534,0.406926449,0.739149376
LOC413889,protein_coding,413889,cytoplasmic tRNA 2-thiolation protein 1,48.30488418,0.239594092,0.288857497,0.829454298,0.406847387,0.739149376
Fabp,protein_coding,408689,fatty acid binding protein,1140.340813,-0.251515682,0.303079576,-0.829866814,0.406614089,0.739149376
LOC725212,protein_coding,725212,lysM and putative peptidoglycan-binding domain-containing protein 3,42.80152413,-0.311061085,0.374949951,-0.82960695,0.406761046,0.739149376
LOC551237,protein_coding,551237,GDP-fucose transporter 1,16.9409996,-0.437805754,0.527321531,-0.830244411,0.40640061,0.739149376
LOC100578747,lncRNA,100578747,uncharacterized LOC100578747,14.62946379,-0.656958303,0.791977046,-0.829516849,0.406812007,0.739149376
LOC100576608,protein_coding,100576608,early endosome antigen 1,4.936914338,-0.747689016,0.900422969,-0.830375325,0.406326612,0.739149376
LOC725031,protein_coding,725031,elongation of very long chain fatty acids protein 6,339.3855798,-0.280686008,0.338540811,-0.829105381,0.407044779,0.739210279
LOC551866,protein_coding,551866,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",422.5867111,0.192269826,0.232099214,0.828394991,0.407446843,0.739786321
LOC100577673,protein_coding,100577673,mitochondrial ribonuclease P protein 1 homolog,110.6733474,-0.197757798,0.239108995,-0.827061305,0.408202315,0.741003661
LOC724450,protein_coding,724450,uncharacterized LOC724450,194.9456542,0.243391821,0.294539353,0.826347373,0.408607068,0.741094224
LOC411167,protein_coding,411167,"cysteine--tRNA ligase, cytoplasmic",96.07063398,0.201235451,0.243566993,0.826201646,0.408689715,0.741094224
LOC725184,protein_coding,725184,gamma-aminobutyric acid receptor-associated protein,1166.000421,0.198008161,0.239645895,0.826253089,0.408660538,0.741094224
LOC100577272,protein_coding,100577272,uncharacterized LOC100577272,111.9236961,0.189920206,0.229832344,0.826342376,0.408609901,0.741094224
LOC100577501,protein_coding,100577501,nuclear pore membrane glycoprotein 210,86.81862016,-0.276149463,0.334352232,-0.825923791,0.408847324,0.741094224
LOC107965406,lncRNA,107965406,uncharacterized LOC107965406,4.501772108,-0.815189998,0.986849823,-0.826052737,0.408774177,0.741094224
LOC100577836,protein_coding,100577836,uncharacterized LOC100577836,4.274412556,-0.995551526,1.205066203,-0.82613845,0.408725558,0.741094224
LOC411463,protein_coding,411463,PH and SEC7 domain-containing protein 2,214.2570676,-0.199169868,0.241240776,-0.825606149,0.409027546,0.74126676
LOC409918,protein_coding,409918,cullin-associated NEDD8-dissociated protein 1,393.5756536,-0.161683459,0.195949205,-0.825129449,0.409298102,0.741448786
LOC100577585,protein_coding,100577585,uncharacterized LOC100577585,14.3321814,-0.506898345,0.61423218,-0.825255273,0.409226679,0.741448786
LOC410084,protein_coding,410084,exocyst complex component 6B,78.72065668,-0.220406862,0.267184382,-0.824924199,0.409414627,0.741505777
LOC100577140,protein_coding,100577140,UDP-glucuronosyltransferase 2B19,160.4214823,0.259806924,0.315098211,0.824526813,0.409640287,0.741727486
LOC552159,protein_coding,552159,protein LZIC,55.14844669,-0.253918925,0.308001168,-0.824408968,0.409707221,0.741727486
LOC410306,protein_coding,410306,ADP-ribosylation factor 2,280.0652463,0.201893384,0.245037826,0.823927421,0.409980799,0.741965422
LOC408511,protein_coding,408511,protein preli-like,65.3114803,-0.24112487,0.292738756,-0.823686187,0.41011789,0.741965422
LOC411809,protein_coding,411809,enolase-phosphatase E1,145.3602264,-0.264468374,0.321179438,-0.823428723,0.410264235,0.741965422
LOC411508,protein_coding,411508,tubulin gamma-2 chain,63.34752534,-0.273673744,0.332192016,-0.823842027,0.410029324,0.741965422
LOC100578730,protein_coding,100578730,uncharacterized LOC100578730,32.23442727,-0.583218672,0.708263237,-0.823449025,0.410252694,0.741965422
LOC107965086,lncRNA,107965086,uncharacterized LOC107965086,25.03766863,0.365300057,0.443861909,0.823003842,0.410505809,0.742248317
LOC410518,protein_coding,410518,BLOC-1-related complex subunit 5,46.7253208,0.268227528,0.326009084,0.822760902,0.410643974,0.742344157
LOC409773,protein_coding,409773,alcohol dehydrogenase class-3,671.6779158,0.274847794,0.334443545,0.821806244,0.41118718,0.742891652
LOC412313,protein_coding,412313,probable ATP-dependent RNA helicase DDX17,118.7238661,0.233218711,0.283769716,0.821859057,0.411157118,0.742891652
LOC409019,protein_coding,409019,plasmolipin,110.6531548,0.217916683,0.265242596,0.821574989,0.411318829,0.742891652
LOC100577302,protein_coding,100577302,unconventional prefoldin RPB5 interactor-like protein,29.43519078,-0.302775237,0.368572895,-0.821479933,0.41137295,0.742891652
LOC724343,protein_coding,724343,DNA-directed RNA polymerase III subunit RPC9-like,11.41083909,-0.452694474,0.550922697,-0.821702349,0.411246322,0.742891652
LOC411759,protein_coding,411759,biotin--protein ligase,88.37114474,-0.225160465,0.274159881,-0.821274303,0.411490041,0.74291806
LOC726993,protein_coding,726993,cytohesin-1,83.47481747,-0.352441472,0.429202164,-0.821154928,0.411558026,0.74291806
LOC552049,protein_coding,552049,protein DDI1 homolog 2,596.7662239,0.166559696,0.202928095,0.820781847,0.41177054,0.743147785
LOC724799,protein_coding,724799,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O,190.5413676,-0.190995567,0.232781031,-0.820494549,0.411934235,0.743188878
LOC409334,protein_coding,409334,beta-mannosidase,323.8098833,-0.199247101,0.242984468,-0.819999328,0.41221649,0.743188878
LOC412431,protein_coding,412431,thiamine transporter 2,12.89831266,-0.500168914,0.609803981,-0.820212608,0.412094916,0.743188878
LOC100859932,protein_coding,100859932,uncharacterized LOC100859932,18.46482019,-0.511418094,0.623685258,-0.819993879,0.412219597,0.743188878
LOC100577296,protein_coding,100577296,checkpoint protein HUS1,10.30547104,-0.557743709,0.680009677,-0.820199665,0.412102293,0.743188878
LOC410424,protein_coding,410424,"pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial",242.9668496,-0.279999093,0.341767056,-0.819268823,0.412633056,0.743754362
LOC100578602,protein_coding,100578602,Hermansky-Pudlak syndrome 5 protein homolog,26.31540308,-0.417092186,0.509180144,-0.819144641,0.412703895,0.743754362
LOC725193,protein_coding,725193,G patch domain-containing protein 2-like,63.4587439,0.244968839,0.299391598,0.818222156,0.413230346,0.743934103
