Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
5215,XM_006572344.3,0.413076571,0.692210193,0.308769005,0.377241535,8.019268602,0.199374901,0.008535768,0.204930996,0.200328755,0.204930996,LOC413772,LOC413772,GB52510,413772,PREDICTED: Apis mellifera suppressor of cytokine signaling 7
5216,XM_623462.5,0.413844344,0.693130935,-0.789281104,0.965898381,7.566497148,1.306441018,0.015861461,1.383578063,0.242985802,1.383578063,LOC550991,LOC550991,GB53662,550991,"PREDICTED: Apis mellifera protein HID1 (LOC550991), transcript"
5217,XM_623415.6,0.413863968,0.693130935,0.43822663,0.536311057,6.725925316,0.402768234,0.020183056,0.41126127,0.343691498,0.41126127,LOC551020,LOC551020,GB48534,551020,PREDICTED: Apis mellifera probable protein phosphatase 2C T23F11.1
5218,XM_006561686.3,0.413858664,0.693130935,0.246303486,0.301428013,9.131012761,0.098994026,0.003594551,0.097398454,0.132693719,0.132693719,LOC412276,LOC412276,GB42676,412276,PREDICTED: Apis mellifera epimerase family protein SDR39U1
5219,XM_624974.6,0.414080425,0.693360574,-0.202612297,0.24807622,11.96568682,0.025168917,0.000488124,0.015578619,0.091824592,0.091824592,LOC552600,LOC552600,GB40261,552600,"PREDICTED: Apis mellifera GILT-like protein 1 (LOC552600), mRNA."
5220,XM_026444787.1,0.414375923,0.693417057,-0.942132041,1.154266347,4.976611157,1.865080794,0.091070384,1.907425816,0.754543864,1.907425816,LOC727302,LOC727302,GB48509,727302,"PREDICTED: Apis mellifera prominin-1-A (LOC727302), mRNA."
5221,XM_003249685.4,0.414545101,0.693417057,0.222890039,0.273175876,9.880807376,0.055342638,0.002299269,0.04824904,0.109638319,0.109638319,LOC726706,LOC726706,GB14115,726706,"PREDICTED: Apis mellifera F-box/LRR-repeat protein 7 (LOC726706),"
5222,XM_026445536.1,0.414590242,0.693417057,0.205405124,0.251770572,11.13159347,0.068413708,0.00099847,0.06869694,0.094084162,0.094084162,LOC412503,LOC412503,GB49942,412503,PREDICTED: Apis mellifera mitochondrial dicarboxylate carrier
5223,XM_006559112.3,0.414547655,0.693417057,0.328153134,0.402189398,9.952758153,0.226412918,0.002276046,0.240358422,0.108079046,0.240358422,LOC551536,LOC551536,GB43438,551536,PREDICTED: Apis mellifera WD repeat-containing protein 89
5224,XM_006562682.3,0.414491578,0.693417057,0.309727398,0.37956093,7.946260209,0.143848755,0.009491306,0.134345489,0.206608443,0.206608443,LOC100578579,LOC100578579,GB50407,100578579,PREDICTED: Apis mellifera uncharacterized LOC100578579
5225,XM_026440285.1,0.414303545,0.693417057,-0.953560304,1.168086699,4.263872342,1.91009502,0.181766364,1.864873441,1.057015648,1.864873441,LOC113218737,LOC113218737,,113218737,PREDICTED: Apis mellifera uncharacterized LOC113218737
5226,XM_016917075.1,0.415333689,0.694527576,-0.202976921,0.249191028,11.51243879,0.017146426,0.000719048,0.005264123,0.092425205,0.092425205,LOC550975,LOC550975,GB40297,550975,"PREDICTED: Apis mellifera uncharacterized LOC550975 (LOC550975),"
5227,XM_006559399.2,0.415773938,0.694815055,-0.219649917,0.269914846,10.62957224,0.101898655,0.001410446,0.10787059,0.0979881,0.10787059,LOC412696,LOC412696,GB51358,412696,"PREDICTED: Apis mellifera TIP41-like protein (LOC412696),"
5228,XR_003306455.1,0.415740964,0.694815055,-0.43093293,0.529510651,6.644879752,0.366342635,0.064970355,0.323319242,0.355601939,0.355601939,LOC113219384,LOC113219384,,113219384,PREDICTED: Apis mellifera uncharacterized LOC113219384
5229,XM_393997.5,0.415903142,0.694815055,-0.325064407,0.399563212,9.193037101,0.223280973,0.003765878,0.235710263,0.130265543,0.235710263,LOC410518,LOC410518,GB54147,410518,PREDICTED: Apis mellifera BLOC-1-related complex subunit 5
5230,XM_026445896.1,0.415756674,0.694815055,-0.596320648,0.732756191,6.991192769,0.750997457,0.018770572,0.786626881,0.307822005,0.786626881,LOC551947,LOC551947,GB51344,551947,PREDICTED: Apis mellifera WD repeat and FYVE domain-containing
5231,XM_394773.7,0.415871004,0.694815055,-0.214370654,0.263482318,10.27214266,0.067455025,0.001726763,0.065358976,0.102407634,0.102407634,LOC411299,LOC411299,GB53421,411299,"PREDICTED: Apis mellifera Golgi resident protein GCP60 (LOC411299),"
5232,XM_003249071.3,0.416176109,0.695005354,0.208311594,0.256202765,10.71087441,0.038357141,0.001257154,0.030416627,0.097202631,0.097202631,LOC100577060,LOC100577060,GB46602,100577060,PREDICTED: Apis mellifera ankyrin repeat domain-containing protein
5233,XM_006568794.3,0.416146239,0.695005354,0.550549846,0.677078755,7.889220791,0.641054308,0.011111799,0.676541661,0.211692483,0.676541661,LOC552092,LOC552092,GB55461,552092,"PREDICTED: Apis mellifera uncharacterized LOC552092 (LOC552092),"
5234,XM_397465.7,0.416266615,0.695023682,0.628682037,0.773367199,6.75856619,0.836288521,0.025623299,0.871521939,0.339027333,0.871521939,LOC414029,LOC414029,GB46925,414029,PREDICTED: Apis mellifera ABC transporter A family member 1
5235,XM_006570414.3,0.416703594,0.695620384,-0.370022822,0.455607038,7.074491769,0.108863045,0.013918856,0.070816117,0.297447804,0.297447804,LOC413583,LOC413583,GB43216,413583,"PREDICTED: Apis mellifera uncharacterized LOC413583 (LOC413583),"
5236,NM_001040223.1,0.417522767,0.696132789,-0.408899373,0.504361689,18.13146679,0.355416465,9.96873e-06,0.381561101,0.326864249,0.381561101,Obp14,Obp14,,677673,"Apis mellifera odorant binding protein 14 (Obp14), mRNA."
5237,NM_001113739.1,0.417433173,0.696132789,0.602653176,0.743206573,10.12569462,0.771784468,0.00236379,0.826170226,0.104773174,0.826170226,Tret1,Tret1,,551643,"Apis mellifera trehalose transporter 1 (Tret1), mRNA."
5238,XM_624947.5,0.417278395,0.696132789,0.313343289,0.386294178,8.154314557,0.208523035,0.007783043,0.216051745,0.189429369,0.216051745,LOC552571,LOC552571,GB53708,552571,PREDICTED: Apis mellifera serine/threonine-protein kinase unc-51
5239,XM_006561923.3,0.417107755,0.696132789,-0.60046512,0.73999102,6.074779857,0.76527156,0.047201615,0.77417845,0.455077426,0.77417845,LOC102654398,LOC102654398,,102654398,PREDICTED: Apis mellifera uncharacterized LOC102654398
5240,XM_026443476.1,0.41756313,0.696132789,-1.534159688,1.892491141,2.21305767,5.003921045,0.420483702,4.951800373,2.800002955,4.951800373,LOC724417,LOC724417,GB51041,724417,PREDICTED: Apis mellifera uncharacterized protein CG43867
5241,XM_625006.6,0.417364136,0.696132789,0.409600229,0.505054105,13.60322231,0.356427283,0.000219612,0.382399862,0.102470378,0.382399862,LOC552632,LOC552632,GB52789,552632,"PREDICTED: Apis mellifera 60S ribosomal protein L22 (LOC552632),"
5242,XR_003305096.1,0.417568152,0.696132789,0.538901404,0.664778993,5.747652376,0.617441748,0.056521098,0.606375566,0.527644143,0.606375566,LOC113218922,LOC113218922,,113218922,PREDICTED: Apis mellifera uncharacterized LOC113218922
5243,XR_001706436.2,0.418099758,0.696753202,-1.501556691,1.854409298,0.965351765,4.722364636,0.1611297,4.896323909,4.997121068,4.997121068,LOC107966044,LOC107966044,,107966044,PREDICTED: Apis mellifera uncharacterized LOC107966044
5244,XM_006567738.3,0.418099036,0.696753202,-0.303876629,0.37528438,9.337362644,0.196708341,0.003318237,0.207939313,0.125010414,0.207939313,LOC413001,LOC413001,GB44615,413001,PREDICTED: Apis mellifera extended synaptotagmin-like protein 2
5245,XM_016910851.2,0.418589685,0.696837948,0.561876564,0.694643481,5.247259473,0.378027019,0.058990747,0.29515355,0.664803602,0.664803602,LOC107964061,LOC107964061,,107964061,PREDICTED: Apis mellifera cell wall integrity and stress response
5246,XM_026445345.1,0.418788523,0.696837948,0.217948449,0.269563089,10.01668834,0.095906149,0.002209224,0.099860389,0.106787164,0.106787164,LOC410034,LOC410034,GB40716,410034,"PREDICTED: Apis mellifera uncharacterized LOC410034 (LOC410034),"
5247,XM_026446211.1,0.418549693,0.696837948,-0.400600951,0.495217173,7.772040886,0.342432395,0.013610062,0.354250011,0.22259243,0.354250011,LOC412948,LOC412948,GB47503,412948,PREDICTED: Apis mellifera delta-1-pyrroline-5-carboxylate synthase
5248,XM_394099.7,0.418268177,0.696837948,0.308015942,0.380534644,9.014812588,0.202230085,0.004016733,0.213193191,0.137592429,0.213193191,LOC410622,LOC410622,GB50587,410622,"PREDICTED: Apis mellifera uncharacterized LOC410622 (LOC410622),"
5249,XM_392789.6,0.418586702,0.696837948,-0.307861289,0.380603998,11.63610064,0.202264856,0.000656156,0.21663295,0.092114492,0.21663295,LOC409270,LOC409270,GB50514,409270,PREDICTED: Apis mellifera glycerol-3-phosphate acyltransferase 4
5250,XM_395474.6,0.418700961,0.696837948,-1.246389039,1.541269305,3.400165363,3.316658974,0.456107005,3.107159599,1.595409441,3.107159599,LOC412008,LOC412008,GB43421,412008,"PREDICTED: Apis mellifera sprouty-related, EVH1 domain-containing"
5251,XM_624654.5,0.418571201,0.696837948,1.384689962,1.711813072,2.812424296,4.09157468,0.162629792,4.232826198,2.109812193,4.232826198,LOC552278,LOC552278,GB55786,552278,PREDICTED: Apis mellifera protein-tyrosine sulfotransferase
5252,XM_397270.7,0.418740389,0.696837948,-0.300999377,0.372243658,8.899407501,0.193458597,0.004591295,0.203256717,0.143046739,0.203256717,LOC413831,LOC413831,GB46248,413831,"PREDICTED: Apis mellifera sorting nexin lst-4 (LOC413831), mRNA."
5253,XM_016914880.2,0.419389037,0.697704321,-0.602824651,0.746549032,5.509986972,0.777821817,0.048679199,0.787323987,0.588521312,0.787323987,LOC100576989,LOC100576989,GB43162,100576989,PREDICTED: Apis mellifera uncharacterized protein DDB_G0283357
5254,XM_392760.7,0.419573488,0.69774552,-0.21346196,0.264460062,13.76578566,0.018145917,0.000159448,0.005435695,0.104749239,0.104749239,LOC409236,LOC409236,GB55643,409236,"PREDICTED: Apis mellifera ATP synthase subunit O, mitochondrial"
5255,XM_026439738.1,0.419550208,0.69774552,0.371220748,0.459885907,7.053388183,0.258078674,0.017203669,0.253717857,0.300038902,0.300038902,LOC100578706,LOC100578706,GB41250,100578706,PREDICTED: Apis mellifera uncharacterized LOC100578706
5256,XM_396918.7,0.419756708,0.697917402,0.442113462,0.547954483,6.249385389,0.366818498,0.029033049,0.356190956,0.421348124,0.421348124,LOC413474,LOC413474,GB45414,413474,PREDICTED: Apis mellifera nuclear hormone receptor FTZ-F1 beta
5257,XM_006558209.3,0.420209589,0.698537493,0.27034567,0.33539246,8.56930732,0.101161613,0.007266374,0.091778099,0.16146578,0.16146578,LOC724630,LOC724630,GB52587,724630,"PREDICTED: Apis mellifera transmembrane protein 230 (LOC724630),"
5258,XM_001121716.5,0.420298454,0.698552338,0.751292868,0.932236683,5.203084323,1.212210571,0.092904043,1.210693806,0.678639859,1.210693806,LOC725928,LOC725928,GB51337,725928,PREDICTED: Apis mellifera dedicator of cytokinesis protein 3
5259,XM_623178.6,0.420410438,0.698605594,-0.207137971,0.257087698,10.65287112,0.024977688,0.00138534,0.013746968,0.097755787,0.097755787,LOC408589,LOC408589,GB55288,408589,PREDICTED: Apis mellifera macro domain-containing protein CT2219
5260,XM_397101.7,0.420623519,0.698693961,-0.213210204,0.264745586,10.20251217,0.074340695,0.001648886,0.07423001,0.103486452,0.103486452,LOC413660,LOC413660,GB40674,413660,PREDICTED: Apis mellifera ATP-dependent RNA helicase DDX54
5261,XM_026441271.1,0.420612971,0.698693961,0.334406981,0.415227604,7.549686371,0.180574085,0.013907531,0.169874564,0.244713414,0.244713414,LOC411496,LOC411496,GB52192,411496,PREDICTED: Apis mellifera ATPase family AAA domain-containing
5262,XM_006558999.3,0.420757371,0.698783479,0.486671106,0.604479297,6.046839577,0.509528894,0.053980783,0.494112048,0.460782076,0.494112048,LOC408342,LOC408342,GB55237,408342,"PREDICTED: Apis mellifera disco-interacting protein 2 (LOC408342),"
5263,XM_026440792.1,0.421078155,0.699183355,-0.224832637,0.279450664,10.3520433,0.108876123,0.001737547,0.115401464,0.101265205,0.115401464,LOC100576155,LOC100576155,,100576155,PREDICTED: Apis mellifera uncharacterized LOC100576155
5264,XM_623724.5,0.421366928,0.699348904,0.684015101,0.85071,10.64600268,1.008812002,0.001981299,1.083579957,0.097823654,1.083579957,LOC551327,LOC551327,GB43739,551327,"PREDICTED: Apis mellifera carboxypeptidase B (LOC551327), mRNA."
5265,XM_006567712.3,0.421417934,0.699348904,-0.221298257,0.275259013,9.806050152,0.10131385,0.002275767,0.106001701,0.111375519,0.111375519,LOC409444,LOC409444,GB44606,409444,"PREDICTED: Apis mellifera AMP deaminase 2 (LOC409444), transcript"
5266,XM_397201.7,0.421307961,0.699348904,0.209013472,0.259917175,13.49838329,0.062100001,0.000204202,0.061038312,0.101131205,0.101131205,LOC413762,LOC413762,GB44693,413762,PREDICTED: Apis mellifera complement component 1 Q
5267,XM_624280.6,0.421528702,0.69939991,-0.440303393,0.547796427,10.01286177,0.418257234,0.002043354,0.448078035,0.106862109,0.448078035,LOC551894,LOC551894,GB49284,551894,PREDICTED: Apis mellifera transient receptor potential mucolipin
5268,XM_006566957.3,0.421738814,0.699484946,-0.398434754,0.495930629,9.122372016,0.342761702,0.003669986,0.365250796,0.133040384,0.365250796,LOC410019,LOC410019,GB52098,410019,PREDICTED: Apis mellifera uncharacterized protein KIAA1109
5269,XM_003249277.4,0.421740037,0.699484946,-0.245891515,0.306061291,12.69114097,0.130547008,0.0003681,0.14014217,0.093963355,0.14014217,LOC410103,LOC410103,GB48219,410103,"PREDICTED: Apis mellifera partner of Y14 and mago (LOC410103),"
5270,XM_623346.6,0.422255031,0.699591854,0.202785016,0.252686841,11.02337327,0.051244148,0.001023409,0.047611115,0.09475255,0.09475255,LOC409068,LOC409068,GB45221,409068,"PREDICTED: Apis mellifera annexin B11 (LOC409068), transcript"
5271,XM_026438945.1,0.422004831,0.699591854,0.4634337,0.577165322,8.059954588,0.464175009,0.008321298,0.491358415,0.196944857,0.491358415,LOC410891,LOC410891,GB50741,410891,"PREDICTED: Apis mellifera protein dispatched (LOC410891), mRNA."
5272,XM_026439014.1,0.422259656,0.699591854,-0.219902059,0.274018817,9.845711358,0.03262601,0.002189548,0.02045912,0.11043992,0.11043992,LOC725441,LOC725441,GB55439,725441,PREDICTED: Apis mellifera probable ATP-dependent RNA helicase DDX49
5273,XM_396933.7,0.422225469,0.699591854,-0.318712871,0.3971172,7.737920193,0.167539185,0.010679819,0.160652452,0.225873287,0.225873287,LOC413489,LOC413489,GB46537,413489,"PREDICTED: Apis mellifera deoxyribonuclease-2-alpha (LOC413489),"
5274,XM_006564547.3,0.422177729,0.699591854,1.193388306,1.486812466,2.343785242,1.027605664,0.682960362,0.06748085,2.632956603,2.632956603,LOC411270,LOC411270,GB41860,411270,PREDICTED: Apis mellifera serine/threonine-protein kinase STE20
5275,XM_001120296.5,0.422284819,0.699591854,-0.367601645,0.458091347,7.069741852,0.140717429,0.016742685,0.108479988,0.298028839,0.298028839,LOC724439,LOC724439,GB51744,724439,"PREDICTED: Apis mellifera uncharacterized LOC724439 (LOC724439),"
5276,XM_026443714.1,0.422449198,0.699598927,-1.570069185,1.95725446,4.35900284,5.336549197,0.230090646,5.516176883,1.010289776,5.516176883,LOC726455,LOC726455,GB43079,726455,"PREDICTED: Apis mellifera mutS protein homolog 4 (LOC726455), mRNA."
5277,XM_396462.7,0.422443941,0.699598927,0.251971822,0.314105512,12.03576663,0.137441667,0.00052797,0.147465439,0.091863667,0.147465439,LOC413011,LOC413011,GB45738,413011,"PREDICTED: Apis mellifera serine--tRNA ligase, cytoplasmic"
5278,XM_026439866.1,0.422650748,0.699800091,-0.268694723,0.335101457,8.550910887,0.147418833,0.005845399,0.151354322,0.162594081,0.162594081,LOC726633,LOC726633,GB55775,726633,PREDICTED: Apis mellifera trafficking protein particle complex
5279,XM_016913044.2,0.422945519,0.700155501,-0.527342874,0.658091468,6.104149509,0.603128408,0.033296717,0.616329853,0.449175511,0.616329853,LOC724706,LOC724706,GB48125,724706,"PREDICTED: Apis mellifera trichohyalin (LOC724706), transcript"
5280,NM_001206970.1,0.423338313,0.700216889,-0.246322086,0.307655305,9.0097704,0.102394887,0.004159105,0.10108154,0.137818575,0.137818575,PIH1D1,PIH1D1,GB44096,726775,"Apis mellifera PIH1 domain containing 1 (PIH1D1), mRNA."
5281,XM_006564964.3,0.42323941,0.700216889,-0.390417804,0.487526277,6.772619137,0.330610167,0.019480777,0.336622159,0.33704203,0.33704203,LOC409752,LOC409752,GB51852,409752,"PREDICTED: Apis mellifera uncharacterized LOC409752 (LOC409752),"
5282,XM_003250254.4,0.423286498,0.700216889,1.428632365,1.784156739,1.195010138,3.919740856,0.277699698,3.85660496,4.497123205,4.497123205,LOC409680,LOC409680,GB49969,409680,"PREDICTED: Apis mellifera tubby-related protein 4 (LOC409680),"
5283,XM_006563445.3,0.423555971,0.700216889,-0.214642791,0.268213887,10.05941722,0.038642757,0.00193778,0.029088843,0.105970254,0.105970254,LOC726650,LOC726650,GB50162,726650,"PREDICTED: Apis mellifera uncharacterized LOC726650 (LOC726650),"
5284,XM_026439191.1,0.423563343,0.700216889,-0.270856385,0.338462796,8.496923491,0.063273565,0.005881398,0.045699365,0.165954198,0.165954198,LOC551711,LOC551711,GB52457,551711,"PREDICTED: Apis mellifera kinesin A (LOC551711), mRNA."
5285,XR_003304394.1,0.423247703,0.700216889,-1.183496159,1.477893148,2.774012599,3.041200737,0.591372221,2.684880015,2.148579482,2.684880015,LOC113218658,LOC113218658,,113218658,PREDICTED: Apis mellifera uncharacterized LOC113218658
5286,XM_395224.6,0.423623606,0.700216889,-0.205744799,0.257132626,10.64592902,0.037691835,0.001351396,0.029889302,0.097824385,0.097824385,LOC411757,LOC411757,GB44434,411757,PREDICTED: Apis mellifera probable glucosamine 6-phosphate
5287,XM_623771.6,0.423514215,0.700216889,-0.209988016,0.262373726,10.33127631,0.037523793,0.001707243,0.028661885,0.101552715,0.101552715,LOC551376,LOC551376,GB51707,551376,PREDICTED: Apis mellifera activating signal cointegrator 1 complex
5288,XM_026441066.1,0.423821666,0.700411789,-0.5955469,0.74461172,4.957287138,0.230171215,0.070246358,0.08446412,0.761423563,0.761423563,LOC409060,LOC409060,,409060,PREDICTED: Apis mellifera golgin subfamily A member 6-like protein
5289,XM_392285.7,0.424150064,0.700821971,-0.227732274,0.284935294,9.756356555,0.112984343,0.002347233,0.11943495,0.112592995,0.11943495,LOC408751,LOC408751,GB55852,408751,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase RNF185
5290,XM_623496.6,0.424258817,0.70086915,-0.955608712,1.195924339,3.144568214,1.25251644,0.343455817,0.879744229,1.801896718,1.801896718,LOC551098,LOC551098,GB45335,551098,"PREDICTED: Apis mellifera uncharacterized LOC551098 (LOC551098),"
5291,XM_006560922.3,0.424416438,0.700997023,-0.319988986,0.400595802,11.01955305,0.223290281,0.000943757,0.239771737,0.094777768,0.239771737,LOC408748,LOC408748,GB55835,408748,"PREDICTED: Apis mellifera transmembrane protein 11, mitochondrial"
5292,XM_003249957.4,0.42494513,0.701083408,1.946116688,2.439135836,1.539899213,8.2754714,0.067064647,8.857010792,3.834538856,8.857010792,LOC100577441,LOC100577441,GB43368,100577441,PREDICTED: Apis mellifera uncharacterized LOC100577441
5293,XM_003251492.4,0.424664234,0.701083408,-0.286695399,0.35910745,8.204824567,0.068164583,0.007833542,0.046549343,0.185603699,0.185603699,LOC724155,LOC724155,GB43101,724155,PREDICTED: Apis mellifera probable peptide chain release factor
5294,XM_003249273.3,0.424701867,0.701083408,-0.961178132,1.204045396,4.272180805,2.016829399,0.235284486,1.939303487,1.052847967,1.939303487,LOC724686,LOC724686,GB48224,724686,PREDICTED: Apis mellifera leucine-rich repeat-containing protein 51
5295,XM_001120513.5,0.425027659,0.701083408,0.874600039,1.096362081,5.118071358,1.671889345,0.09109431,1.71192041,0.706137529,1.71192041,LOC724619,LOC724619,GB51444,724619,PREDICTED: Apis mellifera multiple inositol polyphosphate
5296,XM_003251837.4,0.42485652,0.701083408,0.44353343,0.555789537,7.143898437,0.429698982,0.02010338,0.443249633,0.289097729,0.443249633,LOC100576829,LOC100576829,GB52247,100576829,PREDICTED: Apis mellifera serine/arginine repetitive matrix protein
5297,XM_003250054.3,0.425030312,0.701083408,0.379014116,0.475118989,9.13153351,0.313981175,0.003756483,0.334850598,0.132672893,0.334850598,LOC100578433,LOC100578433,GB46016,100578433,"PREDICTED: Apis mellifera transmembrane protein 131 (LOC100578433),"
5298,XM_006566821.3,0.424854753,0.701083408,-0.378300729,0.474044955,6.900205405,0.135120139,0.017458428,0.097774955,0.3196195,0.3196195,LOC100578253,LOC100578253,GB52827,100578253,PREDICTED: Apis mellifera Golgi integral membrane protein 4
5299,XM_006559318.3,0.425566726,0.701703324,-1.136456493,1.426274272,3.027678209,2.828569969,0.574592857,2.476794593,1.904879593,2.476794593,LOC102655078,LOC102655078,,102655078,"PREDICTED: Apis mellifera zonadhesin (LOC102655078), mRNA."
5300,XR_407972.3,0.425497141,0.701703324,0.669633352,0.840276113,4.49330275,0.974904752,0.11118847,0.93928916,0.947907449,0.947907449,LOC102655292,LOC102655292,,102655292,PREDICTED: Apis mellifera uncharacterized LOC102655292
5301,XM_006559389.3,0.425707854,0.70180361,0.320180017,0.401954497,7.672095602,0.162250052,0.010024313,0.154345036,0.232326813,0.232326813,LOC552019,LOC552019,GB51348,552019,"PREDICTED: Apis mellifera rootletin (LOC552019), transcript variant"
5302,XM_396430.5,0.425826719,0.701867163,-0.770487272,0.967519418,7.350289407,1.301407779,0.017182182,1.386958554,0.265719612,1.386958554,LOC412979,LOC412979,GB55994,412979,PREDICTED: Apis mellifera dual specificity protein phosphatase
5303,XM_395618.6,0.426045199,0.702094851,-0.26682123,0.335212088,11.6262815,0.156198643,0.000716944,0.167833772,0.092135122,0.167833772,LOC412154,LOC412154,GB43125,412154,PREDICTED: Apis mellifera probable cytosolic oligopeptidase A
5304,XM_395827.7,0.426268448,0.702330311,0.199673358,0.25097415,11.22842533,0.043644583,0.000921279,0.038683405,0.093560756,0.093560756,LOC412367,LOC412367,GB45419,412367,"PREDICTED: Apis mellifera 39S ribosomal protein L15, mitochondrial"
5305,XM_016912836.1,0.426572769,0.702474909,0.201859577,0.253889054,13.04445645,0.058519576,0.000245834,0.057623402,0.096443643,0.096443643,LOC412193,LOC412193,GB45394,412193,PREDICTED: Apis mellifera S-formylglutathione hydrolase
5306,XM_026443715.1,0.426583728,0.702474909,-0.584399003,0.73504576,5.191241119,0.750807383,0.067540227,0.742898178,0.682401283,0.742898178,LOC726508,LOC726508,GB43076,726508,PREDICTED: Apis mellifera ABC transporter G family member 3
5307,XM_006565920.3,0.426597362,0.702474909,0.516436283,0.649582715,5.587450512,0.55387018,0.065059744,0.527263069,0.567876811,0.567876811,LOC100578084,LOC100578084,GB52505,100578084,PREDICTED: Apis mellifera uncharacterized LOC100578084
5308,XM_392121.5,0.426910112,0.702540767,0.989358244,1.24527432,3.056506672,1.088342603,0.447105049,0.546262054,1.878957148,1.878957148,LOC408579,LOC408579,GB42196,408579,PREDICTED: Apis mellifera thrombospondin type-1 domain-containing
5309,XM_006564979.3,0.427039313,0.702540767,1.351221451,1.701215599,2.417023469,4.02070124,0.284198369,4.057003403,2.543621712,4.057003403,LOC410747,LOC410747,GB51814,410747,"PREDICTED: Apis mellifera glucose dehydrogenase [FAD, quinone]"
5310,XM_001120606.5,0.426984235,0.702540767,-0.373854477,0.470634402,8.522160402,0.30772624,0.006059145,0.326185966,0.164374717,0.326185966,LOC724715,LOC724715,GB48824,724715,PREDICTED: Apis mellifera lisH domain-containing protein FOPNL
5311,XM_006559260.3,0.42675934,0.702540767,-0.38667033,0.486531191,9.404875657,0.328909303,0.00287303,0.35219587,0.122733616,0.35219587,LOC413709,LOC413709,GB55071,413709,"PREDICTED: Apis mellifera F-box only protein 9 (LOC413709), mRNA."
5312,XM_006568293.3,0.427008672,0.702540767,0.355882315,0.448033458,7.160537185,0.195723045,0.013966838,0.183192386,0.287134132,0.287134132,LOC411539,LOC411539,GB44321,411539,PREDICTED: Apis mellifera KAT8 regulatory NSL complex subunit 1
5313,XR_410216.3,0.427221689,0.702708515,-0.438953444,0.552869497,6.207707972,0.173759727,0.029387375,0.115557237,0.429109646,0.429109646,LOC102654584,LOC102654584,,102654584,PREDICTED: Apis mellifera uncharacterized LOC102654584
5314,XM_016914239.2,0.427389054,0.702812155,-0.802400122,1.011002934,7.7388944,1.419706106,0.014798294,1.518392105,0.225778984,1.518392105,LOC100578811,LOC100578811,GB48432,100578811,"PREDICTED: Apis mellifera transmembrane protein 223 (LOC100578811),"
5315,XM_006566785.3,0.427445544,0.702812155,-0.258475024,0.325711504,8.695191983,0.139765985,0.005127585,0.144526395,0.154004392,0.154004392,LOC551874,LOC551874,GB53828,551874,"PREDICTED: Apis mellifera uncharacterized LOC551874 (LOC551874),"
5316,XM_625002.6,0.428042912,0.703174611,-0.215945956,0.272471508,9.902172179,0.07051248,0.002197812,0.068455543,0.109163273,0.109163273,LOC552628,LOC552628,GB53186,552628,"PREDICTED: Apis mellifera 39S ribosomal protein L18, mitochondrial"
5317,XM_006570623.3,0.428543768,0.703174611,0.262998228,0.332200161,9.915798757,0.153178756,0.002178376,0.163357044,0.108865656,0.163357044,LOC411850,LOC411850,GB55269,411850,"PREDICTED: Apis mellifera protein PAT1 homolog 1 (LOC411850),"
5318,XM_006571483.3,0.428245667,0.703174611,1.55071253,1.957482829,1.070366797,5.319499637,0.136787251,5.610821289,4.762286589,5.610821289,LOC102653614,LOC102653614,,102653614,PREDICTED: Apis mellifera probable RNA methyltransferase CG11342
5319,XM_016917335.2,0.427891814,0.703174611,0.36924302,0.46574292,7.025771247,0.301201884,0.018880595,0.306494106,0.303467511,0.306494106,LOC107963961,LOC107963961,,107963961,PREDICTED: Apis mellifera condensin complex subunit 2-like
5320,XM_623927.6,0.428872946,0.703174611,0.201016488,0.254090458,10.89592699,0.035035221,0.001188792,0.027452373,0.095654149,0.095654149,LOC551532,LOC551532,GB46654,551532,PREDICTED: Apis mellifera ribosomal L1 domain-containing protein 1
5321,XM_393837.7,0.428714254,0.703174611,-0.277452064,0.350586623,8.311295094,0.106817054,0.006359139,0.09829481,0.178007331,0.178007331,LOC410357,LOC410357,GB40652,410357,"PREDICTED: Apis mellifera protein ST7 homolog (LOC410357), mRNA."
5322,XM_006559376.3,0.428780873,0.703174611,0.312917407,0.395457463,7.751619151,0.16381198,0.010029317,0.158016669,0.224550591,0.224550591,LOC725788,LOC725788,GB51341,725788,PREDICTED: Apis mellifera plexin domain-containing protein 2
5323,XM_003249038.4,0.428869929,0.703174611,-0.229254507,0.289782208,9.395521101,0.024910537,0.002918186,0.008510874,0.123042406,0.123042406,LOC100578522,LOC100578522,GB40309,100578522,PREDICTED: Apis mellifera peroxisomal biogenesis factor 19
5324,XM_001120910.5,0.428319489,0.703174611,1.026761531,1.296300456,6.40470644,2.332745619,0.083258651,2.437333658,0.393901226,2.437333658,LOC725008,LOC725008,GB50824,725008,PREDICTED: Apis mellifera protein trapped in endoderm-1
5325,XR_003304531.1,0.428450127,0.703174611,0.596332443,0.753090868,6.433335025,0.787258741,0.044268564,0.806450219,0.389083393,0.806450219,LOC113218727,LOC113218727,,113218727,PREDICTED: Apis mellifera uncharacterized LOC113218727
5326,XM_625035.5,0.428155103,0.703174611,-0.231967821,0.292758323,9.327302637,0.048602221,0.003201789,0.037372586,0.125359365,0.125359365,LOC552659,LOC552659,GB44681,552659,PREDICTED: Apis mellifera optic atrophy 3 protein homolog
