target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
XM_393964.6,0.429207036,0.702788089,-0.054288319,0.068671642,13.96453479,0.002717931,0.00013276,0.001972798,0.014014623,0.014014623,LOC410485,LOC410485,GB43636,410485,PREDICTED: Apis mellifera transmembrane and TPR repeat-containing
XM_624858.5,0.429274678,0.702788089,-0.048285548,0.061087431,12.75449857,0.004217308,0.000294876,0.003644714,0.010900147,0.010900147,LOC552485,LOC552485,GB52774,552485,PREDICTED: Apis mellifera glycylpeptide N-tetradecanoyltransferase
XM_026445142.1,0.429158899,0.702788089,0.330941989,0.418579166,6.807075284,0.507711212,0.019470972,0.506154582,0.076108031,0.506154582,LOC725840,LOC725840,GB53840,725840,"PREDICTED: Apis mellifera lachesin-like (LOC725840), transcript"
XM_623903.6,0.429590265,0.703094833,0.093283026,0.118095777,8.996712988,0.01129987,0.004413304,0.005406037,0.037426534,0.037426534,LOC551509,LOC551509,GB49178,551509,"PREDICTED: Apis mellifera deubiquitinase OTUD6B (LOC551509), mRNA."
XM_026443369.1,0.429857767,0.703138165,-0.169038415,0.2141258,5.87994943,0.060154398,0.041294387,0.016303255,0.096255188,0.096255188,LOC102655712,LOC102655712,,102655712,PREDICTED: Apis mellifera chromatin modification-related protein
XR_003304217.1,0.429812306,0.703138165,-0.50318632,0.637337698,2.431153239,1.17686997,0.529115434,0.689482592,0.300289277,0.689482592,LOC102654085,LOC102654085,,102654085,PREDICTED: Apis mellifera uncharacterized LOC102654085
XM_026442032.1,0.429863434,0.703138165,-0.057580536,0.072939809,10.67976673,0.008858253,0.001215361,0.007534062,0.014745287,0.014745287,LOC100577519,LOC100577519,GB51720,100577519,"PREDICTED: Apis mellifera alpha-(1,3)-fucosyltransferase 10"
XM_624355.6,0.429769009,0.703138165,0.052722739,0.066772553,11.04860891,0.008724646,0.000969759,0.007793445,0.012405962,0.012405962,LOC551972,LOC551972,GB42779,551972,"PREDICTED: Apis mellifera alpha-1,3/1,6-mannosyltransferase ALG2"
XM_006561323.3,0.429940288,0.70314567,0.059973031,0.075983149,12.27583213,0.016726678,0.000411547,0.01690877,0.010329134,0.01690877,LOC100577886,LOC100577886,GB47596,100577886,PREDICTED: Apis mellifera general transcription factor 3C
XM_624792.6,0.430053044,0.70314567,0.588596024,0.74590719,7.200213513,1.611878357,0.019917627,1.649214982,0.069597491,1.649214982,LOC552418,LOC552418,GB46814,552418,"PREDICTED: Apis mellifera cytochrome P450 6k1 (LOC552418),"
XM_003249034.4,0.430048467,0.70314567,0.077609425,0.098350739,9.683011505,0.018178557,0.002409341,0.015780105,0.026609263,0.026609263,LOC100578113,LOC100578113,,100578113,"PREDICTED: Apis mellifera protein CUSTOS (LOC100578113), mRNA."
XM_001119882.5,0.430122552,0.703158477,-0.105933046,0.134265486,10.58067988,0.052225641,0.001304168,0.052777494,0.015492984,0.052777494,LOC725033,LOC725033,GB43604,725033,"PREDICTED: Apis mellifera uncharacterized LOC725033 (LOC725033),"
XM_006560685.3,0.430237466,0.703245499,0.048011543,0.06086769,12.68655729,0.004737697,0.000325183,0.004194751,0.010789444,0.010789444,LOC411720,LOC411720,GB49496,411720,PREDICTED: Apis mellifera mitogen-activated protein kinase kinase
XR_407457.3,0.430486098,0.703551033,-0.149882376,0.190119179,6.406857552,0.098820629,0.024851662,0.077111611,0.083584244,0.083584244,LOC102655614,LOC102655614,,102655614,PREDICTED: Apis mellifera uncharacterized LOC102655614
XR_001703159.1,0.430684077,0.703575558,0.169168319,0.214674727,5.823715831,0.070199823,0.040395158,0.028239271,0.097860557,0.097860557,LOC107964512,LOC107964512,,107964512,PREDICTED: Apis mellifera uncharacterized LOC107964512
XM_026443500.1,0.430570241,0.703575558,-0.116584494,0.14790928,10.43304283,0.063371862,0.001512089,0.064119376,0.016672753,0.064119376,LOC411414,LOC411414,GB55875,411414,PREDICTED: Apis mellifera dynein assembly factor with WDR repeat
XM_006559781.3,0.43068624,0.703575558,-0.055080329,0.069897307,10.99090142,0.014151867,0.001066243,0.013590657,0.012706869,0.013590657,LOC724891,LOC724891,GB48871,724891,PREDICTED: Apis mellifera DNA polymerase epsilon subunit 2
XM_006562061.3,0.431114831,0.704073941,0.109668722,0.139299835,8.231383645,0.01711067,0.006113145,0.009100423,0.052100187,0.052100187,LOC727505,LOC727505,GB40591,727505,"PREDICTED: Apis mellifera protein Mpv17 (LOC727505), mRNA."
XM_006563157.3,0.431053165,0.704073941,0.060818425,0.077240462,10.46682027,0.003709073,0.001516599,0.001453718,0.016381668,0.016381668,LOC102653588,LOC102653588,,102653588,PREDICTED: Apis mellifera cleavage and polyadenylation specificity
NM_001040231.1,0.431430289,0.704185644,-0.269216888,0.34219014,3.961396015,0.22708044,0.174372035,0.053673129,0.17691024,0.17691024,nanos,nanos,,408956,"Apis mellifera protein nanos (nanos), mRNA."
XM_624361.6,0.431389482,0.704185644,-0.052967178,0.067318364,11.12219754,0.013124494,0.000998279,0.012597007,0.012066265,0.012597007,LOC551978,LOC551978,GB47472,551978,"PREDICTED: Apis mellifera dysbindin protein homolog (LOC551978),"
XM_006558943.3,0.431313802,0.704185644,0.175600232,0.223141556,5.681689441,0.122284718,0.04729869,0.077963867,0.102077772,0.102077772,LOC413380,LOC413380,GB55201,413380,"PREDICTED: Apis mellifera yellow-g2 (LOC413380), transcript variant"
XM_393346.7,0.431291282,0.704185644,0.062087714,0.078893243,10.68331251,0.01802627,0.001229956,0.017442475,0.014719081,0.017442475,LOC409856,LOC409856,GB49150,409856,PREDICTED: Apis mellifera guanine nucleotide-releasing factor 2
XM_026443298.1,0.431869862,0.704330105,0.061257189,0.077935757,14.40880995,0.0175888,9.58E-05,0.018126132,0.015856475,0.018126132,LOC412458,LOC412458,GB40769,412458,"PREDICTED: Apis mellifera farnesol dehydrogenase (LOC412458), mRNA."
XM_003251277.4,0.431853352,0.704330105,-0.142412845,0.181181264,9.296468782,0.095058524,0.002913841,0.095566111,0.032319442,0.095566111,LOC100578780,LOC100578780,GB48763,100578780,PREDICTED: Apis mellifera helix-loop-helix protein delilah
XM_001120975.5,0.4316782,0.704330105,-0.050705455,0.064484246,11.2321427,0.009266955,0.000822315,0.008600023,0.011652339,0.011652339,LOC725086,LOC725086,GB52070,725086,PREDICTED: Apis mellifera phosphatidylinositol
XM_001120037.5,0.431819905,0.704330105,0.060875181,0.077441338,10.46125701,0.016061519,0.001563174,0.014992761,0.016428309,0.016428309,LOC724244,LOC724244,GB53846,724244,PREDICTED: Apis mellifera structural maintenance of chromosomes
XR_001705377.2,0.431896245,0.704330105,0.089555311,0.113945171,9.109323199,0.019011457,0.003512599,0.014993957,0.035437907,0.035437907,LOC102653949,LOC102653949,,102653949,PREDICTED: Apis mellifera uncharacterized LOC102653949
XM_397139.5,0.431861898,0.704330105,-0.267174793,0.339912914,8.044793903,0.334579162,0.00870169,0.337920678,0.055571326,0.337920678,LOC413698,LOC413698,GB43263,413698,"PREDICTED: Apis mellifera octopamine receptor beta-1R (LOC413698),"
XM_394832.5,0.431951241,0.704330105,0.100149071,0.127439298,8.659683296,0.040781277,0.004963029,0.036887425,0.043759296,0.043759296,LOC411358,LOC411358,GB41399,411358,"PREDICTED: Apis mellifera trypsin-1 (LOC411358), transcript variant"
XM_625140.6,0.432044038,0.704380678,0.048444941,0.061658422,12.88555517,0.007410835,0.000274989,0.007172856,0.011130294,0.011130294,LOC552764,LOC552764,GB46735,552764,PREDICTED: Apis mellifera eukaryotic translation initiation factor
XM_006571634.3,0.432158663,0.704424684,0.048665425,0.061954467,11.53900002,0.0026697,0.00067992,0.001546253,0.010835148,0.010835148,LOC413855,LOC413855,GB53934,413855,PREDICTED: Apis mellifera rho GTPase-activating protein 24
XM_397003.7,0.432194603,0.704424684,-0.104532978,0.133088133,11.18601546,0.051286815,0.000813706,0.052323648,0.01181467,0.052323648,LOC413562,LOC413562,GB49732,413562,PREDICTED: Apis mellifera rho guanine nucleotide exchange factor 17
XM_026444451.1,0.432302638,0.704500054,0.100065756,0.127430509,8.659512786,0.022886206,0.004953001,0.017217878,0.043762603,0.043762603,LOC107965310,LOC107965310,,107965310,PREDICTED: Apis mellifera leucine-rich PPR motif-containing
XM_026444265.1,0.432603855,0.70479106,-0.060467487,0.077053803,10.46691456,0.006872298,0.001430983,0.005031649,0.016380882,0.016380882,LOC727490,LOC727490,GB49338,727490,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase FANCL
XM_026440404.1,0.432604845,0.70479106,0.191973072,0.244632081,5.178602646,0.072773835,0.060471771,0.00852335,0.119062795,0.119062795,LOC100578609,LOC100578609,GB50398,100578609,PREDICTED: Apis mellifera uncharacterized LOC100578609
XM_396202.7,0.432725639,0.704887128,-0.047601231,0.06067437,11.79616134,0.00941751,0.000601834,0.009077664,0.010442303,0.010442303,LOC412749,LOC412749,GB48370,412749,PREDICTED: Apis mellifera ATP-binding cassette sub-family B member
XM_026442249.1,0.432801193,0.704909486,0.186111818,0.237264279,5.509093056,0.118562996,0.06135192,0.058676093,0.107531095,0.107531095,LOC113218934,LOC113218934,,113218934,PREDICTED: Apis mellifera uncharacterized LOC113218934
XM_001121088.5,0.432925432,0.705011119,0.082789607,0.105572669,9.426497631,0.013148993,0.003131125,0.009276532,0.03030564,0.03030564,LOC725212,LOC725212,GB46688,725212,PREDICTED: Apis mellifera lysM and putative peptidoglycan-binding
XM_001122458.5,0.43299865,0.705029649,0.47443743,0.605095247,9.091875008,1.05995276,0.005318777,1.093101996,0.03574087,1.093101996,LOC726737,LOC726737,GB41339,726737,PREDICTED: Apis mellifera venom acid phosphatase Acph-1
XM_623478.6,0.433651746,0.705992225,-0.047614759,0.060813934,11.75069236,0.009226315,0.000599774,0.008869023,0.01049523,0.01049523,LOC551079,LOC551079,GB47623,551079,"PREDICTED: Apis mellifera uncharacterized LOC551079 (LOC551079),"
XM_006567224.3,0.433865736,0.706239757,0.052589464,0.067198935,11.01472445,0.012185691,0.000967956,0.011606609,0.012579134,0.012579134,LOC724346,LOC724346,GB44173,724346,"PREDICTED: Apis mellifera protein cornichon homolog 4 (LOC724346),"
XM_001121920.5,0.434135172,0.706577458,0.098588014,0.12604985,8.708664279,0.027308906,0.00485329,0.022270627,0.042812404,0.042812404,LOC726160,LOC726160,GB44684,726160,"PREDICTED: Apis mellifera uncharacterized LOC726160 (LOC726160),"
XM_623865.6,0.434211253,0.706600413,-0.077551885,0.099170492,9.648741337,0.00949021,0.002388811,0.006246132,0.027115548,0.027115548,LOC551470,LOC551470,GB50872,551470,PREDICTED: Apis mellifera general transcription factor IIF subunit
XM_026443639.1,0.434505305,0.706978019,0.31252355,0.399899415,3.378733099,0.324691992,0.264022111,0.063837788,0.215736515,0.215736515,LOC113219070,LOC113219070,,113219070,PREDICTED: Apis mellifera probable crossover junction endonuclease
XM_001120134.5,0.434588594,0.707012637,-0.050466408,0.0645876,11.25269626,0.010227936,0.000931031,0.009555641,0.011583643,0.011583643,LOC725565,LOC725565,GB43952,725565,PREDICTED: Apis mellifera nitric oxide synthase-interacting protein
XM_001121629.5,0.434758453,0.707188061,0.0486631,0.062302733,11.51843326,0.009097539,0.000767822,0.008529042,0.01087707,0.01087707,LOC725828,LOC725828,GB55530,725828,"PREDICTED: Apis mellifera uncharacterized LOC725828 (LOC725828),"
XM_393319.7,0.434927049,0.707361381,-0.095610928,0.122454364,12.31071056,0.043388771,0.000385053,0.04460016,0.010350808,0.04460016,LOC409829,LOC409829,GB50694,409829,"PREDICTED: Apis mellifera F-box/LRR-repeat protein 20 (LOC409829),"
XR_003305689.1,0.435062284,0.707379507,0.291537588,0.373498766,3.747556034,0.295010207,0.228333067,0.070679911,0.190170917,0.190170917,LOC102655531,LOC102655531,,102655531,PREDICTED: Apis mellifera uncharacterized LOC102655531
XM_396203.7,0.435022634,0.707379507,-0.048482231,0.06210688,12.98271501,0.008767431,0.000256239,0.008682777,0.011315555,0.011315555,LOC412750,LOC412750,GB45126,412750,"PREDICTED: Apis mellifera DNA topoisomerase I, mitochondrial"
XR_001703731.1,0.435146797,0.707416033,0.141572153,0.181406304,6.642324579,0.047526965,0.019687716,0.026579144,0.079037026,0.079037026,LOC107964750,LOC107964750,,107964750,PREDICTED: Apis mellifera uncharacterized LOC107964750
XM_623729.6,0.435361533,0.707664219,0.060040734,0.076970381,14.76511372,0.007872148,7.20E-05,0.007505908,0.017701331,0.017701331,LOC551331,LOC551331,GB53725,551331,"PREDICTED: Apis mellifera splicing factor 3B subunit 1 (LOC551331),"
XR_003304492.1,0.435486077,0.707664875,-0.09658528,0.123852962,8.773205932,0.014008919,0.004443078,0.008168119,0.041575591,0.041575591,LOC113218708,LOC113218708,,113218708,PREDICTED: Apis mellifera uncharacterized LOC113218708
XR_003305172.1,0.435454693,0.707664875,0.232315476,0.297881758,4.358362202,0.161378703,0.111208029,0.050117401,0.154992597,0.154992597,LOC113218940,LOC113218940,,113218940,PREDICTED: Apis mellifera uncharacterized LOC113218940
XR_001703954.2,0.435623777,0.707787755,0.362031285,0.464378208,4.402840379,0.623873959,0.112945631,0.533995729,0.152738515,0.533995729,LOC107964850,LOC107964850,,107964850,PREDICTED: Apis mellifera uncharacterized LOC107964850
XM_016915172.2,0.435837919,0.70793391,-0.074871948,0.096083206,12.71007142,0.026706991,0.000310759,0.027385188,0.010827106,0.027385188,LOC410274,LOC410274,GB43099,410274,PREDICTED: Apis mellifera transcription elongation factor SPT6-like
XM_624005.5,0.435782549,0.70793391,0.124960477,0.160342493,10.98589395,0.074376074,0.001016173,0.076112972,0.012734329,0.076112972,LOC551614,LOC551614,GB55904,551614,"PREDICTED: Apis mellifera calpain-D (LOC551614), transcript variant"
XM_016911450.2,0.437160423,0.709881969,-0.104062895,0.133929562,9.81814387,0.051872826,0.002443069,0.051368314,0.024565163,0.051368314,LOC413817,LOC413817,GB41220,413817,PREDICTED: Apis mellifera inositol-trisphosphate 3-kinase homolog
XM_624756.6,0.437161767,0.709881969,-0.04681615,0.060252839,12.51574807,0.005197734,0.0003446,0.004715382,0.010546614,0.010546614,LOC552382,LOC552382,GB44414,552382,"PREDICTED: Apis mellifera alpha-mannosidase 2 (LOC552382),"
XM_625036.5,0.437477489,0.710103507,-0.046815751,0.060293843,11.91536993,0.005316953,0.000570022,0.004621111,0.01033602,0.01033602,LOC552660,LOC552660,GB54951,552660,PREDICTED: Apis mellifera ubiquitin carboxyl-terminal hydrolase 46
XM_624095.5,0.437404895,0.710103507,-0.171580572,0.220943021,7.69539297,0.141163112,0.011847397,0.134600059,0.061577629,0.134600059,LOC551706,LOC551706,GB54226,551706,"PREDICTED: Apis mellifera unconventional myosin-IXb (LOC551706),"
XM_624225.6,0.437531436,0.710103507,-0.098504948,0.126879114,11.43346835,0.046550815,0.000841819,0.047453109,0.011068604,0.047453109,LOC551840,LOC551840,GB54589,551840,PREDICTED: Apis mellifera YTH domain-containing family protein 1
XM_006562385.3,0.437852684,0.710103507,0.056307983,0.072578258,10.71101331,0.004557504,0.001286771,0.002775307,0.01451604,0.01451604,LOC102655272,LOC102655272,,102655272,"PREDICTED: Apis mellifera NHP2-like protein 1 (LOC102655272), mRNA."
XM_026445182.1,0.437778733,0.710103507,-0.160199108,0.206455553,7.014375416,0.123246193,0.018483985,0.109387701,0.072617922,0.109387701,LOC113218540,LOC113218540,,113218540,PREDICTED: Apis mellifera uncharacterized LOC113218540
XM_016916828.2,0.437833414,0.710103507,-0.09379305,0.120889607,12.83873702,0.042256393,0.000251116,0.043591775,0.011045519,0.043591775,LOC725248,LOC725248,GB50535,725248,PREDICTED: Apis mellifera dedicator of cytokinesis protein 1
XM_026445783.1,0.437858754,0.710103507,0.136785093,0.176311685,6.861625348,0.05918025,0.018085283,0.041399943,0.075172148,0.075172148,LOC102653888,LOC102653888,,102653888,PREDICTED: Apis mellifera uncharacterized LOC102653888
XM_016917200.2,0.437609261,0.710103507,0.07564562,0.097451748,14.50223938,0.027461098,8.08E-05,0.028409772,0.016305731,0.028409772,LOC410161,LOC410161,GB47098,410161,"PREDICTED: Apis mellifera afadin (LOC410161), transcript variant"
XM_006565350.2,0.437717129,0.710103507,0.049497729,0.063781299,13.29087414,0.003268156,0.000212643,0.002647321,0.011991519,0.011991519,LOC727108,LOC727108,GB41448,727108,PREDICTED: Apis mellifera rho GTPase-activating protein 26
XR_003306366.1,0.437926985,0.71011315,0.207460037,0.267449297,7.564328914,0.206817527,0.014806661,0.199780719,0.063731962,0.199780719,LOC113219337,LOC113219337,,113219337,PREDICTED: Apis mellifera uncharacterized LOC113219337
XM_006571132.3,0.438059956,0.710227753,-0.175641165,0.226495398,7.844920166,0.148323129,0.008612986,0.14528751,0.059061916,0.14528751,LOC102655530,LOC102655530,,102655530,PREDICTED: Apis mellifera uncharacterized LOC102655530
XM_026444111.1,0.438365223,0.710412326,0.046979778,0.060622453,11.80930806,0.004871846,0.000597021,0.004099879,0.010428224,0.010428224,LOC552542,LOC552542,GB43213,552542,"PREDICTED: Apis mellifera muskelin (LOC552542), mRNA."
XM_016915836.2,0.438346029,0.710412326,-0.244139998,0.315023734,10.69743268,0.286910145,0.001320608,0.29639925,0.0146152,0.29639925,LOC724962,LOC724962,GB49899,724962,"PREDICTED: Apis mellifera uncharacterized LOC724962 (LOC724962),"
XM_392257.7,0.438301389,0.710412326,-0.141450067,0.182500963,15.51452202,0.096292946,4.60E-05,0.099873756,0.022971605,0.099873756,LOC408722,LOC408722,GB46145,408722,PREDICTED: Apis mellifera sodium/potassium-transporting ATPase
XR_409052.3,0.438423044,0.710412326,0.135599948,0.174999538,6.956268213,0.021433537,0.018294934,-0.000234247,0.073579581,0.073579581,LOC102655655,LOC102655655,,102655655,PREDICTED: Apis mellifera uncharacterized LOC102655655
XM_016914186.2,0.438586268,0.71057582,-0.239633075,0.309370538,4.187976948,0.269668522,0.123137361,0.15627081,0.163993028,0.163993028,LOC107963974,LOC107963974,,107963974,PREDICTED: Apis mellifera uncharacterized LOC107963974
XM_006568219.3,0.438716208,0.710627355,0.06469712,0.083548835,10.50579435,0.020179035,0.001534296,0.019406928,0.016069529,0.019406928,LOC410869,LOC410869,GB14733,410869,PREDICTED: Apis mellifera vacuolar-sorting protein SNF8
XR_003304407.1,0.438796334,0.710627355,0.213044195,0.275170058,4.73943718,0.077080186,0.090277834,-0.019105977,0.136877849,0.136877849,LOC113218661,LOC113218661,,113218661,PREDICTED: Apis mellifera uncharacterized LOC113218661
XR_003305043.1,0.438805068,0.710627355,-0.39348429,0.508238022,2.439610587,0.459833556,0.475523146,-0.0161552,0.299394517,0.299394517,LOC113218901,LOC113218901,,113218901,PREDICTED: Apis mellifera uncharacterized LOC113218901
XM_016910984.2,0.438887735,0.710660285,-0.103892128,0.13421493,8.44411788,0.038992205,0.006068518,0.033584835,0.047972424,0.047972424,LOC724776,LOC724776,GB55614,724776,"PREDICTED: Apis mellifera uncharacterized LOC724776 (LOC724776),"
XR_411444.3,0.439409662,0.711404367,-0.071349288,0.092279057,9.895367518,0.014894632,0.00215066,0.012706219,0.023395614,0.023395614,LOC100578584,LOC100578584,GB41223,100578584,PREDICTED: Apis mellifera uncharacterized LOC100578584
XM_006569514.3,0.439619755,0.711643451,-0.325136008,0.420705335,3.446343079,0.511539058,0.277429681,0.253549256,0.210778456,0.253549256,LOC102656730,LOC102656730,,102656730,PREDICTED: Apis mellifera uncharacterized LOC102656730
XM_625109.6,0.439753632,0.711759108,0.122547211,0.158614722,17.50329987,0.072710215,1.19E-05,0.075463973,0.053279348,0.075463973,LOC552734,LOC552734,GB52643,552734,PREDICTED: Apis mellifera poly(U)-specific endoribonuclease homolog
XM_006565859.3,0.439959333,0.711990965,0.085857507,0.111176673,10.99966352,0.035720192,0.001073676,0.036007082,0.012659327,0.036007082,LOC551801,LOC551801,GB52436,551801,"PREDICTED: Apis mellifera host cell factor 1 (LOC551801),"
XR_409564.3,0.440027174,0.71199969,-0.250046561,0.32383271,3.958259047,0.161654266,0.13750582,0.021556888,0.177097052,0.177097052,LOC102655698,LOC102655698,,102655698,PREDICTED: Apis mellifera uncharacterized LOC102655698
XM_006562166.2,0.440128503,0.712062588,-0.128759417,0.166791945,8.80522836,0.08039305,0.004703503,0.078755155,0.040967384,0.078755155,LOC552195,LOC552195,GB46687,552195,"PREDICTED: Apis mellifera uncharacterized LOC552195 (LOC552195),"
XM_006565541.3,0.440224381,0.712116652,-0.048771917,0.063191253,11.38343114,0.007945298,0.000783503,0.007242715,0.011195901,0.011195901,LOC100577493,LOC100577493,GB52619,100577493,PREDICTED: Apis mellifera transmembrane and TPR repeat-containing
XM_395009.6,0.440335055,0.712194633,-0.04826455,0.062549024,11.47671351,0.004625485,0.000769786,0.003619408,0.010967356,0.010967356,LOC411538,LOC411538,GB48312,411538,PREDICTED: Apis mellifera pre-mRNA-splicing factor RBM22
XM_026445706.1,0.440537124,0.71242039,0.048015998,0.062254425,13.00796536,0.0047859,0.000261033,0.004311797,0.011365808,0.011365808,LOC725395,LOC725395,GB47572,725395,PREDICTED: Apis mellifera bifunctional glutamate/proline--tRNA
XM_391859.7,0.440809664,0.712760031,-0.078990112,0.102474542,16.31233775,0.014105821,2.41E-05,0.013620468,0.031478992,0.031478992,LOC408308,LOC408308,GB44994,408308,PREDICTED: Apis mellifera coiled-coil-helix-coiled-coil-helix
XM_003251520.3,0.440881431,0.712774985,0.144083413,0.186949993,6.558756133,0.084539527,0.024255905,0.062509565,0.080594994,0.080594994,LOC100576307,LOC100576307,GB43409,100576307,PREDICTED: Apis mellifera oocyte zinc finger protein XlCOF8.4
XM_006561355.3,0.441012097,0.712885144,-0.04849356,0.062938985,12.11345956,0.011444941,0.000418529,0.011465419,0.010277504,0.011465419,LOC725470,LOC725470,GB47579,725470,"PREDICTED: Apis mellifera sialin (LOC725470), transcript variant"
XM_392319.7,0.441103959,0.712932555,-0.13612781,0.17671355,10.35589463,0.090220246,0.001765257,0.091917779,0.017406761,0.091917779,LOC408788,LOC408788,GB44058,408788,PREDICTED: Apis mellifera UDP-glucuronosyltransferase 1-3
XM_625203.5,0.441314093,0.71317108,-0.056983826,0.07400727,10.61411909,0.008439928,0.001193376,0.007116398,0.015237853,0.015237853,LOC552828,LOC552828,GB45083,552828,"PREDICTED: Apis mellifera protein FRG1 homolog (LOC552828), mRNA."
XM_016916296.2,0.441432576,0.713261452,-0.204617746,0.265814542,9.671981813,0.204120581,0.002715087,0.209257025,0.02677307,0.209257025,LOC411617,LOC411617,GB49046,411617,"PREDICTED: Apis mellifera inactive rhomboid protein 1 (LOC411617),"
XR_003305941.1,0.44160399,0.713437309,-0.303380382,0.394262935,3.54851539,0.449037893,0.226499777,0.239830009,0.203522681,0.239830009,LOC113219189,LOC113219189,,113219189,PREDICTED: Apis mellifera uncharacterized LOC113219189
XM_395960.7,0.441751965,0.713575255,0.049887559,0.064853207,11.19734773,0.002951572,0.000844091,0.001656008,0.011773725,0.011773725,LOC412504,LOC412504,GB51701,412504,PREDICTED: Apis mellifera CUE domain-containing protein 1
XM_026445848.1,0.44182824,0.713597361,-0.19615001,0.255035181,5.023832204,0.138247313,0.070131767,0.07039783,0.124997064,0.124997064,LOC102655422,LOC102655422,,102655422,PREDICTED: Apis mellifera uncharacterized LOC102655422
XM_026443793.1,0.442077923,0.713600475,0.083450482,0.108562078,13.21882905,0.034042154,0.000215418,0.035141757,0.011820906,0.035141757,LOC552002,LOC552002,GB49927,552002,"PREDICTED: Apis mellifera uncharacterized LOC552002 (LOC552002),"
XM_006565632.3,0.442080533,0.713600475,-0.090890539,0.118241645,8.973849511,0.014165558,0.004103785,0.009000002,0.037839474,0.037839474,LOC413286,LOC413286,GB41684,413286,PREDICTED: Apis mellifera cyclin-dependent kinase-like 2
XM_006572131.3,0.441993175,0.713600475,0.046031709,0.059872276,12.36263091,0.003723235,0.000364485,0.003095398,0.010389583,0.010389583,LOC411359,LOC411359,GB40320,411359,"PREDICTED: Apis mellifera protein tumorous imaginal discs,"
XM_006569725.3,0.441912382,0.713600475,0.094623402,0.123052477,8.831123995,0.026102552,0.004947227,0.021079503,0.040478509,0.040478509,LOC726383,LOC726383,GB51690,726383,PREDICTED: Apis mellifera NADH dehydrogenase (ubiquinone) complex
XR_411526.3,0.442191935,0.713679253,-0.242989714,0.316188214,4.664419508,0.288761964,0.097278147,0.202646813,0.140236318,0.202646813,LOC102656862,LOC102656862,,102656862,PREDICTED: Apis mellifera uncharacterized LOC102656862
XM_396853.7,0.44247354,0.714032672,-0.127895354,0.166525429,12.79993699,0.080090293,0.000310942,0.082881213,0.01097743,0.082881213,LOC413409,LOC413409,GB45923,413409,PREDICTED: Apis mellifera cytoplasmic dynein 1 intermediate chain
XR_003304596.1,0.442608971,0.714150138,-0.159899836,0.208258495,5.881085228,0.05836485,0.033891672,0.022639275,0.09622313,0.09622313,LOC113218747,LOC113218747,,113218747,PREDICTED: Apis mellifera uncharacterized LOC113218747
XM_623238.6,0.442795692,0.714249248,-0.056440798,0.073540337,14.46692819,0.005689715,9.13E-05,0.00521167,0.016133196,0.016133196,LOC409189,LOC409189,GB54940,409189,PREDICTED: Apis mellifera growth hormone-inducible transmembrane
XM_026443259.1,0.442791522,0.714249248,-0.133571371,0.174037117,10.85827481,0.087471952,0.001144569,0.089722185,0.013500274,0.089722185,LOC725048,LOC725048,GB51111,725048,"PREDICTED: Apis mellifera nodal modulator 3 (LOC725048), transcript"
XR_003305777.1,0.442928256,0.714294488,-0.294862007,0.384306303,3.435720969,0.199661937,0.231524972,-0.037979922,0.211549032,0.211549032,LOC113219127,LOC113219127,,113219127,PREDICTED: Apis mellifera uncharacterized LOC113219127
XM_026442959.1,0.442949042,0.714294488,-0.208032021,0.271149414,6.037661452,0.212317464,0.032874119,0.187691896,0.092000229,0.187691896,LOC726382,LOC726382,GB42635,726382,"PREDICTED: Apis mellifera uncharacterized LOC726382 (LOC726382),"
XM_396701.6,0.443045585,0.714349132,-0.064609797,0.084230386,10.16689869,0.013368461,0.001708023,0.011744956,0.019576251,0.019576251,LOC413255,LOC413255,GB53918,413255,"PREDICTED: Apis mellifera 2-methoxy-6-polyprenyl-1,4-benzoquinol"
XR_409626.3,0.443280422,0.714548975,0.154666814,0.201739631,6.115609233,0.052620152,0.032037794,0.018667826,0.090058842,0.090058842,LOC102655155,LOC102655155,,102655155,PREDICTED: Apis mellifera uncharacterized LOC102655155
XM_001122944.5,0.443294878,0.714548975,0.055701981,0.072657173,10.70261737,0.006719245,0.00125994,0.005200417,0.014577254,0.014577254,LOC727234,LOC727234,GB45253,727234,"PREDICTED: Apis mellifera cytidine deaminase (LOC727234),"
XM_394838.7,0.443691142,0.714985541,-0.053463591,0.069798084,11.32652727,0.014066204,0.000884469,0.013730848,0.011354531,0.013730848,LOC411364,LOC411364,GB47235,411364,"PREDICTED: Apis mellifera protein UBASH3A homolog (LOC411364),"
XR_409021.3,0.443650205,0.714985541,0.146144367,0.190778067,6.35933392,0.056974361,0.024621013,0.031643331,0.084567799,0.084567799,LOC102655041,LOC102655041,,102655041,PREDICTED: Apis mellifera uncharacterized LOC102655041
XR_001704525.2,0.444056942,0.715274449,-0.191056552,0.249629511,5.087811686,0.109981452,0.064444216,0.045584599,0.122500461,0.122500461,LOC102654762,LOC102654762,,102654762,PREDICTED: Apis mellifera uncharacterized LOC102654762
XM_006558048.3,0.444008076,0.715274449,0.050860382,0.066445722,11.0946806,0.00297482,0.001057836,0.001438432,0.012187266,0.012187266,LOC725194,LOC725194,GB43938,725194,PREDICTED: Apis mellifera cytosolic
